LABEL,DIA_MM,SLOPE_PMIL,OUR_Q_LS,OUR_V_MS,OUR_DOD,SG_Q_LS,SG_V_MS,SG_DOD,DQ_PCT,DV_PCT
P-0494,200,5.0,0.0,0.029,0.007,,,,,
P-0495,200,5.0,0.28,0.249,0.085,,,,,
P-0496,200,5.0,0.0,0.025,0.006,,,,,
P-0497,200,5.0,0.04,0.125,0.034,,,,,
P-0498,200,5.0,0.04,0.125,0.034,,,,,
P-0499,200,5.0,7.47,0.666,0.423,,,,,
P-0500,200,5.0,0.61,0.316,0.121,,,,,
P-0501,200,13.0,0.0,0.032,0.005,,,,,
P-0502,200,5.0,0.0,0.023,0.006,,,,,
P-0503,200,5.0,0.46,0.291,0.107,,,,,
P-0504,200,5.0,1.1,0.381,0.161,,,,,
P-0505,200,5.0,0.43,0.283,0.103,,,,,
P-0506,200,5.0,2.45,0.485,0.237,,,,,
P-0507,200,9.884,0.14,0.251,0.053,,,,,
P-0508,200,5.0,0.14,0.199,0.062,,,,,
P-0509,200,9.536,0.07,0.196,0.039,,,,,
P-0510,200,5.0,0.0,0.016,0.004,,,,,
P-0511,200,5.0,0.07,0.158,0.046,,,,,
P-0512,200,5.0,1.95,0.453,0.212,,,,,
P-0513,200,5.0,0.0,0.025,0.006,,,,,
P-0514,200,5.0,6.91,0.652,0.405,,,,,
P-0515,200,5.0,0.46,0.291,0.107,,,,,
P-0516,200,5.0,0.21,0.227,0.075,,,,,
P-0517,200,5.0,0.0,0.021,0.005,,,,,
P-0518,200,5.0,0.18,0.213,0.069,,,,,
P-0519,200,5.0,0.07,0.158,0.046,,,,,
P-0520,200,5.0,0.43,0.283,0.103,,,,,
P-0521,200,5.0,0.53,0.304,0.114,,,,,
P-0522,200,5.0,5.95,0.627,0.374,,,,,
P-0523,200,5.0,6.04,0.629,0.377,,,,,
P-0524,200,5.0,3.59,0.543,0.287,,,,,
P-0525,200,5.0,0.07,0.157,0.045,,,,,
P-0526,200,5.0,0.0,0.019,0.005,,,,,
P-0527,200,5.0,0.0,0.011,0.003,,,,,
P-0528,200,5.0,2.77,0.504,0.252,,,,,
P-0529,200,5.0,2.38,0.481,0.234,,,,,
P-0530,200,5.0,13.68,0.774,0.607,,,,,
P-0531,200,5.0,13.68,0.774,0.607,,,,,
P-0532,200,5.0,13.68,0.774,0.607,,,,,
P-0533,200,5.0,0.32,0.258,0.09,,,,,
P-0534,200,5.0,0.39,0.276,0.099,,,,,
P-0535,200,5.0,0.28,0.249,0.085,,,,,
P-0536,200,5.0,2.38,0.481,0.234,,,,,
P-0537,200,5.0,2.14,0.466,0.221,,,,,
P-0538,200,5.0,1.96,0.454,0.212,,,,,
P-0539,200,9.174,1.49,0.518,0.16,,,,,
P-0540,200,5.0,0.0,0.021,0.005,,,,,
P-0541,200,5.0,0.18,0.213,0.069,,,,,
P-0542,200,20.146,0.43,0.458,0.074,,,,,
P-0543,200,5.0,0.21,0.227,0.075,,,,,
P-0544,200,41.194,0.21,0.466,0.046,,,,,
P-0545,200,5.0,1.39,0.409,0.18,,,,,
P-0546,200,5.0,13.32,0.769,0.596,,,,,
P-0547,200,5.0,0.46,0.291,0.107,,,,,
P-0548,200,5.0,13.32,0.769,0.596,,,,,
P-0549,200,17.324,0.14,0.303,0.047,,,,,
P-0550,200,32.747,0.0,0.033,0.003,,,,,
P-0551,200,5.0,0.43,0.284,0.103,,,,,
P-0552,200,5.0,12.95,0.765,0.586,,,,,
P-0553,200,8.345,0.25,0.284,0.071,,,,,
P-0554,200,5.0,0.07,0.157,0.045,,,,,
P-0555,200,5.0,0.14,0.199,0.062,,,,,
P-0556,200,5.0,0.36,0.268,0.095,,,,,
P-0557,200,5.0,0.0,0.017,0.004,,,,,
P-0558,200,5.0,0.0,0.021,0.005,,,,,
P-0559,200,7.64,0.14,0.23,0.056,,,,,
P-0560,200,5.0,0.93,0.361,0.148,,,,,
P-0561,200,5.0,1.0,0.369,0.153,,,,,
P-0562,200,5.0,1.03,0.374,0.156,,,,,
P-0563,200,5.0,0.07,0.158,0.046,,,,,
P-0564,200,5.0,0.07,0.158,0.046,,,,,
P-0565,200,5.0,0.04,0.125,0.034,,,,,
P-0566,200,5.0,12.32,0.756,0.567,,,,,
P-0567,200,5.0,12.89,0.764,0.584,,,,,
P-0568,200,5.0,0.0,0.027,0.006,,,,,
P-0569,200,5.0,1.42,0.412,0.182,,,,,
P-0570,200,5.0,0.04,0.125,0.034,,,,,
P-0571,200,5.0,0.0,0.022,0.005,,,,,
P-0572,200,5.0,0.11,0.181,0.055,,,,,
P-0573,200,5.0,0.18,0.214,0.069,,,,,
P-0574,200,5.0,0.21,0.227,0.075,,,,,
P-0575,200,5.0,0.0,0.036,0.008,,,,,
P-0576,200,5.0,0.11,0.181,0.055,,,,,
P-0577,200,5.0,0.32,0.258,0.09,,,,,
P-0578,200,5.0,0.36,0.267,0.094,,,,,
P-0579,200,5.0,1.49,0.418,0.186,,,,,
P-0580,200,5.0,0.0,0.022,0.005,,,,,
P-0581,200,5.0,1.49,0.418,0.186,,,,,
P-0582,200,5.0,0.04,0.124,0.034,,,,,
P-0583,200,5.0,0.04,0.125,0.034,,,,,
P-0584,200,5.0,1.91,0.451,0.21,,,,,
P-0585,200,5.0,0.25,0.238,0.08,,,,,
P-0586,200,5.0,0.0,0.028,0.007,,,,,
P-0587,200,5.0,1.28,0.399,0.172,,,,,
P-0588,200,5.0,0.0,0.028,0.007,,,,,
P-0589,200,5.0,0.99,0.369,0.153,,,,,
P-0590,200,5.0,0.0,0.026,0.006,,,,,
P-0591,200,5.205,0.0,0.033,0.008,,,,,
P-0592,200,26.506,0.92,0.644,0.099,,,,,
P-0593,200,32.057,0.96,0.695,0.096,,,,,
P-0594,200,13.009,0.14,0.275,0.05,,,,,
P-0595,200,9.575,0.0,0.026,0.005,,,,,
P-0596,200,5.0,0.75,0.338,0.133,,,,,
P-0597,200,5.753,1.53,0.442,0.182,,,,,
P-0598,200,5.0,0.0,0.023,0.006,,,,,
P-0599,200,5.0,1.67,0.433,0.196,,,,,
P-0600,200,8.28,5.3,0.728,0.308,,,,,
P-0601,200,5.0,4.65,0.585,0.328,,,,,
P-0602,200,5.0,5.39,0.61,0.355,,,,,
P-0603,200,5.0,5.63,0.617,0.363,,,,,
P-0604,200,5.0,12.29,0.756,0.567,,,,,
P-0605,200,5.0,0.43,0.283,0.103,,,,,
P-0606,200,5.0,2.87,0.509,0.257,,,,,
P-0607,200,5.0,2.55,0.491,0.242,,,,,
P-0608,200,5.0,1.67,0.433,0.196,,,,,
P-0609,200,5.0,10.51,0.728,0.515,,,,,
P-0610,200,5.0,0.96,0.365,0.15,,,,,
P-0611,200,6.862,10.51,0.82,0.469,,,,,
P-0612,200,5.0,0.0,0.029,0.007,,,,,
P-0613,200,5.0,0.0,0.032,0.008,,,,,
P-0614,200,5.0,0.78,0.343,0.137,,,,,
P-0615,200,5.0,0.85,0.352,0.142,,,,,
P-0616,200,5.0,0.36,0.267,0.095,,,,,
P-0617,200,5.0,0.78,0.343,0.137,,,,,
P-0618,200,5.0,0.25,0.238,0.08,,,,,
P-0619,200,5.0,0.04,0.124,0.034,,,,,
P-0620,200,10.751,0.04,0.162,0.028,,,,,
P-0621,200,5.0,0.21,0.227,0.075,,,,,
P-0622,200,6.164,0.07,0.169,0.043,,,,,
P-0623,200,5.0,0.04,0.124,0.034,,,,,
P-0624,200,5.0,0.07,0.158,0.046,,,,,
P-0625,200,5.0,0.5,0.297,0.11,,,,,
P-0626,200,5.0,0.39,0.275,0.099,,,,,
P-0627,200,12.224,0.0,0.026,0.004,,,,,
P-0628,200,5.0,0.0,0.013,0.004,,,,,
P-0629,200,5.0,0.04,0.124,0.034,,,,,
P-0630,200,5.0,0.0,0.014,0.004,,,,,
P-0631,200,5.0,0.0,0.016,0.004,,,,,
P-0632,200,5.0,0.0,0.016,0.004,,,,,
P-0633,200,5.0,0.07,0.158,0.046,,,,,
P-0634,200,5.0,0.0,0.017,0.005,,,,,
P-0635,200,18.949,0.39,0.436,0.072,,,,,
P-0636,200,5.0,0.0,0.017,0.005,,,,,
P-0637,200,5.0,0.07,0.158,0.046,,,,,
P-0638,200,5.0,0.0,0.013,0.004,,,,,
P-0639,200,5.0,0.0,0.016,0.004,,,,,
P-0640,200,5.0,0.21,0.227,0.075,,,,,
P-0641,200,5.0,0.11,0.18,0.055,,,,,
P-0642,200,5.0,0.0,0.011,0.003,,,,,
P-0643,200,5.0,0.0,0.015,0.004,,,,,
P-0644,200,5.0,0.0,0.027,0.006,,,,,
P-0645,200,5.0,0.18,0.215,0.069,,,,,
P-0646,200,5.0,0.22,0.228,0.075,,,,,
P-0647,200,5.0,0.22,0.228,0.075,,,,,
P-0648,200,5.0,0.14,0.198,0.062,,,,,
P-0649,200,5.0,0.0,0.015,0.004,,,,,
P-0650,200,5.0,0.46,0.29,0.107,,,,,
P-0651,200,5.0,0.04,0.124,0.034,,,,,
P-0652,200,5.0,0.28,0.249,0.085,,,,,
P-0653,200,5.0,0.0,0.015,0.004,,,,,
P-0654,200,5.0,0.36,0.268,0.095,,,,,
P-0655,200,19.063,0.0,0.03,0.004,,,,,
P-0656,200,5.0,0.36,0.268,0.095,,,,,
P-0657,200,7.323,0.0,0.027,0.005,,,,,
P-0658,200,6.382,0.0,0.033,0.007,,,,,
P-0659,200,15.639,0.0,0.047,0.006,,,,,
P-0660,200,5.0,0.78,0.343,0.137,,,,,
P-0661,200,5.0,10.24,0.723,0.507,,,,,
P-0662,200,5.0,0.0,0.023,0.006,,,,,
P-0663,200,5.0,0.0,0.032,0.007,,,,,
P-0664,200,5.0,0.71,0.333,0.131,,,,,
P-0665,200,5.0,0.25,0.238,0.08,,,,,
P-0666,200,5.0,0.36,0.267,0.094,,,,,
P-0667,200,5.0,0.5,0.298,0.111,,,,,
P-0668,200,5.0,0.15,0.2,0.063,,,,,
P-0669,200,5.0,1.1,0.381,0.161,,,,,
P-0670,200,11.462,1.64,0.576,0.159,,,,,
P-0671,200,7.033,0.04,0.144,0.032,,,,,
P-0672,200,23.481,0.0,0.085,0.009,,,,,
P-0673,200,5.0,8.82,0.696,0.465,,,,,
P-0674,200,5.0,1.46,0.415,0.184,,,,,
P-0675,200,5.0,0.75,0.338,0.133,,,,,
P-0676,200,5.0,0.92,0.361,0.148,,,,,
P-0677,200,23.276,0.39,0.467,0.069,,,,,
P-0678,200,16.405,0.39,0.415,0.075,,,,,
P-0679,200,5.0,0.25,0.238,0.08,,,,,
P-0680,200,14.812,0.28,0.361,0.066,,,,,
P-0681,200,5.0,0.57,0.31,0.117,,,,,
P-0682,200,23.298,0.0,0.028,0.003,,,,,
P-0683,200,5.0,0.04,0.125,0.034,,,,,
P-0684,200,5.0,8.46,0.689,0.454,,,,,
P-0685,200,5.0,0.0,0.027,0.006,,,,,
P-0686,200,5.0,0.0,0.029,0.007,,,,,
P-0687,200,6.043,0.0,0.031,0.007,,,,,
P-0688,200,12.917,0.04,0.172,0.027,,,,,
P-0689,200,5.0,0.18,0.213,0.069,,,,,
P-0690,200,5.0,0.04,0.125,0.034,,,,,
P-0691,200,5.0,1.74,0.438,0.201,,,,,
P-0692,200,5.0,12.98,0.765,0.586,,,,,
P-0693,200,5.0,11.68,0.747,0.549,,,,,
P-0694,200,5.0,11.34,0.741,0.539,,,,,
P-0695,200,5.0,10.96,0.735,0.528,,,,,
P-0696,200,5.0,0.0,0.031,0.007,,,,,
P-0697,200,5.0,0.0,0.021,0.005,,,,,
P-0698,200,5.0,0.0,0.043,0.01,,,,,
P-0699,200,5.0,0.04,0.127,0.034,,,,,
P-0700,200,5.0,8.26,0.684,0.448,,,,,
P-0701,200,8.978,0.0,0.019,0.004,,,,,
P-0702,200,5.0,0.0,0.022,0.005,,,,,
P-0703,200,5.0,0.04,0.124,0.034,,,,,
P-0704,200,5.0,0.0,0.016,0.004,,,,,
P-0705,200,5.0,0.07,0.157,0.045,,,,,
P-0706,200,5.0,0.14,0.199,0.062,,,,,
P-0707,200,5.0,0.0,0.03,0.007,,,,,
P-0708,200,5.0,0.0,0.035,0.008,,,,,
P-0709,200,5.0,0.07,0.159,0.046,,,,,
P-0710,200,5.0,0.0,0.01,0.003,,,,,
P-0711,200,5.0,0.0,0.018,0.005,,,,,
P-0712,200,5.0,0.0,0.018,0.005,,,,,
P-0713,200,5.0,0.0,0.017,0.005,,,,,
P-0714,200,5.0,8.18,0.683,0.445,,,,,
P-0715,200,5.0,0.46,0.29,0.107,,,,,
P-0716,200,5.0,0.82,0.347,0.139,,,,,
P-0717,200,5.0,1.06,0.377,0.158,,,,,
P-0718,200,5.0,1.21,0.392,0.168,,,,,
P-0719,200,5.0,0.0,0.02,0.005,,,,,
P-0720,200,5.0,0.07,0.158,0.046,,,,,
P-0721,200,5.0,0.04,0.124,0.034,,,,,
P-0722,200,5.0,0.07,0.157,0.045,,,,,
P-0723,200,6.474,7.76,0.74,0.402,,,,,
P-0724,200,5.0,0.0,0.012,0.004,,,,,
P-0725,200,5.0,7.34,0.663,0.419,,,,,
P-0726,200,5.0,6.51,0.642,0.392,,,,,
P-0727,200,5.0,6.51,0.642,0.392,,,,,
P-0728,200,5.0,10.88,0.734,0.526,,,,,
P-0729,200,5.0,5.07,0.599,0.344,,,,,
P-0730,200,5.0,5.25,0.605,0.35,,,,,
P-0731,200,5.0,5.25,0.605,0.35,,,,,
P-0732,200,7.474,5.25,0.7,0.315,,,,,
P-0733,200,5.0,5.22,0.604,0.349,,,,,
P-0734,200,5.0,1.74,0.438,0.2,,,,,
P-0735,200,5.0,3.61,0.544,0.288,,,,,
P-0736,200,5.0,1.35,0.406,0.177,,,,,
P-0737,200,22.948,0.11,0.303,0.038,,,,,
P-0738,200,5.0,7.31,0.663,0.418,,,,,
P-0739,200,5.0,0.11,0.18,0.055,,,,,
P-0740,200,5.0,6.22,0.634,0.383,,,,,
P-0741,200,19.333,0.0,0.034,0.004,,,,,
P-0742,200,5.0,0.64,0.322,0.124,,,,,
P-0743,200,5.0,5.99,0.628,0.375,,,,,
P-0744,200,5.0,5.38,0.609,0.354,,,,,
P-0745,200,5.0,0.25,0.238,0.08,,,,,
P-0746,200,5.0,5.38,0.609,0.354,,,,,
P-0747,200,5.0,0.21,0.227,0.075,,,,,
P-0748,200,5.0,0.07,0.157,0.046,,,,,
P-0749,200,5.0,0.28,0.249,0.085,,,,,
P-0750,200,5.0,0.0,0.024,0.006,,,,,
P-0751,200,5.0,0.14,0.198,0.062,,,,,
P-0752,200,5.0,4.83,0.591,0.335,,,,,
P-0753,200,5.0,1.67,0.433,0.196,,,,,
P-0754,200,5.0,1.67,0.433,0.196,,,,,
P-0755,200,14.658,0.11,0.26,0.043,,,,,
P-0756,200,5.0,4.8,0.59,0.334,,,,,
P-0757,200,5.0,1.6,0.427,0.192,,,,,
P-0758,200,16.015,0.04,0.185,0.026,,,,,
P-0759,200,10.016,0.0,0.02,0.004,,,,,
P-0760,200,5.0,5.37,0.609,0.354,,,,,
P-0761,200,5.0,0.18,0.213,0.069,,,,,
P-0762,200,5.0,4.47,0.578,0.322,,,,,
P-0763,200,5.0,0.0,0.017,0.005,,,,,
P-0764,200,5.0,5.14,0.601,0.346,,,,,
P-0765,200,5.0,4.11,0.564,0.308,,,,,
P-0766,200,5.0,0.11,0.18,0.055,,,,,
P-0767,200,5.0,3.19,0.525,0.271,,,,,
P-0768,200,5.0,1.31,0.402,0.175,,,,,
P-0769,200,5.0,2.73,0.501,0.25,,,,,
P-0770,200,5.0,3.02,0.516,0.263,,,,,
P-0771,200,5.0,1.24,0.395,0.17,,,,,
P-0772,200,5.0,0.14,0.198,0.062,,,,,
P-0773,200,5.0,2.66,0.497,0.247,,,,,
P-0774,200,5.0,0.36,0.267,0.095,,,,,
P-0775,200,5.0,0.64,0.322,0.124,,,,,
P-0776,200,5.0,0.78,0.343,0.137,,,,,
P-0777,200,5.0,0.32,0.259,0.09,,,,,
P-0778,200,20.133,0.04,0.199,0.025,,,,,
P-0779,200,5.0,2.02,0.459,0.216,,,,,
P-0780,200,5.0,0.36,0.267,0.094,,,,,
P-0781,200,5.0,4.14,0.566,0.309,,,,,
P-0782,200,5.0,4.05,0.562,0.306,,,,,
P-0783,200,5.0,0.0,0.021,0.005,,,,,
P-0784,200,5.0,3.96,0.558,0.302,,,,,
P-0785,200,5.0,0.0,0.018,0.005,,,,,
P-0786,200,5.0,2.1,0.464,0.22,,,,,
P-0787,200,5.0,2.38,0.481,0.234,,,,,
P-0788,200,5.0,1.14,0.385,0.163,,,,,
P-0789,200,5.0,2.16,0.468,0.223,,,,,
P-0790,200,5.0,0.18,0.213,0.069,,,,,
P-0791,200,6.77,0.25,0.264,0.075,,,,,
P-0792,200,5.0,0.25,0.238,0.08,,,,,
P-0793,200,5.371,0.25,0.244,0.079,,,,,
P-0794,200,5.0,1.1,0.381,0.161,,,,,
P-0795,200,5.0,2.09,0.463,0.219,,,,,
P-0796,200,5.0,0.46,0.29,0.107,,,,,
P-0797,200,5.0,1.95,0.453,0.212,,,,,
P-0798,200,5.0,1.78,0.441,0.202,,,,,
P-0799,200,5.0,2.07,0.461,0.218,,,,,
P-0800,200,5.0,0.0,0.018,0.005,,,,,
P-0801,200,5.0,3.86,0.554,0.298,,,,,
P-0802,200,5.0,3.89,0.556,0.3,,,,,
P-0803,200,5.0,3.93,0.557,0.301,,,,,
P-0804,200,19.501,0.14,0.316,0.045,,,,,
P-0805,200,5.0,1.45,0.415,0.183,,,,,
P-0806,200,5.0,1.59,0.427,0.192,,,,,
P-0807,200,5.0,1.59,0.427,0.192,,,,,
P-0808,200,12.074,0.18,0.289,0.056,,,,,
P-0809,200,5.0,1.21,0.392,0.168,,,,,
P-0810,200,5.0,0.32,0.258,0.09,,,,,
P-0811,200,5.0,0.25,0.238,0.08,,,,,
P-0812,200,5.0,0.5,0.297,0.11,,,,,
P-0813,200,5.0,0.92,0.361,0.148,,,,,
P-0814,200,5.0,0.14,0.198,0.062,,,,,
P-0815,200,37.187,0.0,0.033,0.003,,,,,
P-0816,200,5.0,0.0,0.021,0.005,,,,,
P-0817,200,5.0,0.0,0.028,0.007,,,,,
P-0818,200,5.0,0.39,0.275,0.099,,,,,
P-0819,200,5.0,0.14,0.198,0.062,,,,,
P-0820,200,5.0,1.7,0.435,0.198,,,,,
P-0821,200,5.0,1.77,0.441,0.202,,,,,
P-0822,200,5.0,0.0,0.027,0.006,,,,,
P-0823,200,5.0,0.14,0.199,0.062,,,,,
P-0824,200,5.0,0.36,0.267,0.094,,,,,
P-0825,200,5.0,0.21,0.227,0.075,,,,,
P-0826,200,5.0,0.25,0.238,0.08,,,,,
P-0827,200,5.0,1.63,0.43,0.194,,,,,
P-0828,200,5.0,0.0,0.019,0.005,,,,,
P-0829,200,5.0,0.11,0.181,0.055,,,,,
P-0830,200,5.0,0.0,0.016,0.004,,,,,
P-0831,200,5.0,0.07,0.157,0.046,,,,,
P-0832,200,5.0,0.21,0.227,0.075,,,,,
P-0833,200,5.0,0.0,0.019,0.005,,,,,
P-0834,200,5.0,0.18,0.213,0.069,,,,,
P-0835,200,5.0,0.07,0.157,0.046,,,,,
P-0836,200,5.0,0.53,0.304,0.114,,,,,
P-0837,200,5.0,0.53,0.304,0.114,,,,,
P-0838,200,10.234,0.53,0.39,0.096,,,,,
P-0839,200,5.0,0.18,0.214,0.069,,,,,
P-0840,200,5.0,1.88,0.449,0.208,,,,,
P-0841,200,5.0,2.03,0.459,0.216,,,,,
P-0842,200,5.0,2.2,0.47,0.225,,,,,
P-0843,200,5.0,2.49,0.488,0.239,,,,,
P-0844,200,5.0,1.74,0.438,0.2,,,,,
P-0845,200,5.0,0.0,0.022,0.005,,,,,
P-0846,200,5.0,0.18,0.213,0.069,,,,,
P-0847,200,5.0,0.39,0.275,0.099,,,,,
P-0848,200,5.0,0.36,0.267,0.094,,,,,
P-0849,200,5.0,0.0,0.022,0.005,,,,,
P-0850,200,5.0,0.14,0.198,0.062,,,,,
P-0851,200,5.0,0.53,0.304,0.114,,,,,
P-0852,200,5.0,0.0,0.021,0.005,,,,,
P-0853,200,5.0,0.11,0.18,0.054,,,,,
P-0854,200,5.0,0.11,0.18,0.055,,,,,
P-0855,200,5.0,0.0,0.012,0.004,,,,,
P-0856,200,5.0,0.0,0.028,0.007,,,,,
P-0857,200,5.0,0.86,0.353,0.143,,,,,
P-0858,200,5.0,3.86,0.554,0.298,,,,,
P-0859,200,5.0,3.8,0.552,0.296,,,,,
P-0860,200,5.0,0.11,0.181,0.055,,,,,
P-0861,200,5.0,0.0,0.032,0.008,,,,,
P-0862,200,5.0,0.0,0.035,0.008,,,,,
P-0863,200,5.0,0.07,0.158,0.046,,,,,
P-0864,200,5.0,0.25,0.238,0.08,,,,,
P-0865,200,49.902,0.0,0.035,0.003,,,,,
P-0866,200,5.0,0.0,0.029,0.007,,,,,
P-0867,200,5.0,0.0,0.021,0.005,,,,,
P-0868,200,6.39,0.0,0.027,0.006,,,,,
P-0869,200,6.433,0.0,0.028,0.006,,,,,
P-0870,200,6.432,0.0,0.029,0.006,,,,,
P-0871,200,6.173,0.0,0.03,0.006,,,,,
P-0872,200,5.0,0.0,0.024,0.006,,,,,
P-0873,200,5.0,0.0,0.019,0.005,,,,,
P-0874,200,6.781,0.0,0.023,0.005,,,,,
P-0875,200,6.748,0.0,0.024,0.005,,,,,
P-0876,200,6.269,0.07,0.171,0.044,,,,,
P-0877,200,5.0,0.0,0.037,0.009,,,,,
P-0878,200,10.435,0.0,0.034,0.005,,,,,
P-0879,200,5.0,2.63,0.496,0.245,,,,,
P-0880,200,5.0,2.63,0.496,0.246,,,,,
P-0881,200,5.0,2.63,0.496,0.246,,,,,
P-0882,200,5.0,2.63,0.496,0.246,,,,,
P-0883,200,11.809,0.0,0.036,0.005,,,,,
P-0884,200,5.0,2.27,0.475,0.228,,,,,
P-0885,200,5.0,1.35,0.406,0.177,,,,,
P-0886,200,6.079,1.42,0.441,0.173,,,,,
P-0887,200,5.0,1.67,0.433,0.196,,,,,
P-0888,200,5.0,1.88,0.449,0.208,,,,,
P-0889,200,5.0,2.17,0.468,0.223,,,,,
P-0890,200,5.0,2.2,0.47,0.225,,,,,
P-0891,200,5.0,0.32,0.258,0.09,,,,,
P-0892,200,5.0,0.0,0.018,0.005,,,,,
P-0893,200,5.0,0.11,0.18,0.055,,,,,
P-0894,200,5.0,0.0,0.027,0.006,,,,,
P-0895,200,5.0,0.35,0.267,0.094,,,,,
P-0896,200,5.0,1.28,0.399,0.172,,,,,
P-0897,200,5.0,0.0,0.017,0.004,,,,,
P-0898,200,5.0,0.04,0.125,0.034,,,,,
P-0899,200,5.0,0.89,0.356,0.145,,,,,
P-0900,200,5.0,1.03,0.373,0.155,,,,,
P-0901,200,5.0,0.15,0.2,0.063,,,,,
P-0902,200,5.0,0.36,0.268,0.095,,,,,
P-0903,200,5.0,0.11,0.182,0.055,,,,,
P-0904,200,21.929,0.0,0.053,0.006,,,,,
P-0905,200,5.553,0.0,0.022,0.005,,,,,
P-0906,200,5.0,0.0,0.02,0.005,,,,,
P-0907,200,5.0,0.53,0.304,0.114,,,,,
P-0908,200,5.0,0.71,0.333,0.131,,,,,
P-0909,200,5.0,0.39,0.275,0.099,,,,,
P-0910,200,5.0,0.0,0.014,0.004,,,,,
P-0911,200,9.928,0.11,0.228,0.047,,,,,
P-0912,200,5.0,0.39,0.275,0.099,,,,,
P-0913,200,17.112,0.04,0.189,0.025,,,,,
P-0914,200,5.0,0.0,0.016,0.004,,,,,
P-0915,200,5.0,0.04,0.125,0.034,,,,,
P-0916,200,5.0,0.18,0.213,0.069,,,,,
P-0917,200,5.0,0.0,0.017,0.004,,,,,
P-0918,200,5.0,0.0,0.028,0.007,,,,,
P-0919,200,5.0,2.74,0.502,0.251,,,,,
P-0920,200,5.0,3.67,0.547,0.291,,,,,
P-0921,200,8.513,0.0,0.028,0.005,,,,,
P-0922,200,5.0,0.32,0.258,0.09,,,,,
P-0923,200,5.0,0.0,0.028,0.007,,,,,
P-0924,200,5.0,0.0,0.026,0.006,,,,,
P-0925,200,21.195,0.0,0.036,0.004,,,,,
P-0926,200,29.425,0.0,0.026,0.003,,,,,
P-0927,200,5.0,2.24,0.473,0.227,,,,,
P-0928,200,5.0,2.27,0.475,0.229,,,,,
P-0929,200,5.0,1.31,0.402,0.175,,,,,
P-0930,200,18.816,1.03,0.593,0.113,,,,,
P-0931,200,5.0,2.31,0.477,0.23,,,,,
P-0932,200,5.0,1.74,0.438,0.2,,,,,
P-0933,200,5.0,1.78,0.441,0.202,,,,,
P-0934,200,5.0,1.35,0.406,0.177,,,,,
P-0935,200,5.0,1.53,0.421,0.188,,,,,
P-0936,200,5.0,1.6,0.427,0.192,,,,,
P-0937,200,37.101,0.21,0.449,0.047,,,,,
P-0938,200,21.833,0.39,0.458,0.07,,,,,
P-0939,200,7.84,0.14,0.231,0.056,,,,,
P-0940,200,41.162,0.0,0.044,0.004,,,,,
P-0941,200,25.126,0.0,0.043,0.004,,,,,
P-0942,200,51.469,0.0,0.052,0.004,,,,,
P-0943,200,5.0,0.11,0.18,0.055,,,,,
P-0944,200,5.0,0.39,0.275,0.099,,,,,
P-0945,200,5.0,0.39,0.275,0.099,,,,,
P-0946,200,11.767,0.0,0.033,0.005,,,,,
P-0947,200,29.516,0.0,0.034,0.003,,,,,
P-0948,200,5.0,0.18,0.213,0.069,,,,,
P-0949,200,5.0,0.67,0.327,0.127,,,,,
P-0950,200,5.0,0.81,0.347,0.139,,,,,
P-0951,200,51.818,0.0,0.041,0.003,,,,,
P-0952,200,5.0,0.5,0.298,0.11,,,,,
P-0953,200,22.062,0.0,0.031,0.004,,,,,
P-0954,200,5.0,1.03,0.373,0.156,,,,,
P-0955,200,5.0,1.03,0.373,0.156,,,,,
P-0956,200,5.0,1.03,0.373,0.156,,,,,
P-0957,200,5.0,1.03,0.374,0.156,,,,,
P-0958,200,5.0,0.0,0.024,0.006,,,,,
P-0959,200,5.0,1.63,0.43,0.194,,,,,
P-0960,200,5.0,1.14,0.385,0.163,,,,,
P-0961,200,5.0,3.33,0.531,0.277,,,,,
P-0962,200,5.0,0.0,0.023,0.006,,,,,
P-0963,200,5.0,0.11,0.181,0.055,,,,,
P-0964,200,12.624,0.32,0.355,0.072,,,,,
P-0965,200,5.0,0.0,0.023,0.006,,,,,
P-0966,200,5.0,3.7,0.548,0.292,,,,,
P-0967,200,5.0,3.76,0.55,0.294,,,,,
P-0968,200,5.0,0.0,0.016,0.004,,,,,
P-0969,200,5.0,0.28,0.248,0.085,,,,,
P-0970,200,5.0,0.39,0.275,0.098,,,,,
P-0971,200,5.0,0.43,0.283,0.103,,,,,
P-0972,200,5.0,0.11,0.181,0.055,,,,,
P-0973,200,5.0,0.0,0.022,0.006,,,,,
P-0974,200,5.0,0.04,0.124,0.034,,,,,
P-0975,200,5.0,0.0,0.015,0.004,,,,,
P-0976,200,5.0,0.14,0.198,0.062,,,,,
P-0977,200,5.0,3.02,0.516,0.263,,,,,
P-0978,200,5.0,0.0,0.02,0.005,,,,,
P-0979,200,5.0,0.07,0.157,0.045,,,,,
P-0980,200,5.0,0.0,0.018,0.005,,,,,
P-0981,200,5.0,0.04,0.124,0.034,,,,,
P-0982,200,5.0,4.04,0.562,0.305,,,,,
P-0983,200,5.0,0.18,0.213,0.069,,,,,
P-0984,200,5.0,0.28,0.249,0.085,,,,,
P-0985,200,5.0,0.0,0.029,0.007,,,,,
P-0986,200,5.0,0.46,0.29,0.107,,,,,
P-0987,200,5.0,2.06,0.461,0.217,,,,,
P-0988,200,5.08,0.0,0.022,0.005,,,,,
P-0989,200,5.0,2.13,0.465,0.221,,,,,
